source_name,source_record_id,source_url,retrieved_at,company_name,yc_slug,website_url,source_location,description,one_liner,team_size,industry,subindustry,industries,tags,batch,company_status,stage,regions,is_hiring,nonprofit,top_company,yc_object_id
Y Combinator,31225,https://www.ycombinator.com/companies/ditto-biosciences,2026-07-29T16:08:39Z,Ditto Biosciences,ditto-biosciences,https://www.dittobio.com/,"San Francisco, CA, USA","Ditto Bio discovers drugs for autoimmune diseases by harnessing parasite biology. Viruses, ticks, and worms have experimented over millions of years to create proteins that control the human immune system. We use AI to identify these proteins and engineer them into next-generation autoimmune therapies.

Our team is three PhD scientists from UCSF, UCSD, and UC Berkeley who have worked together for 3+ years in biotech. We have deep expertise in parasite biology, computational biology, and software for AI-based protein structure prediction",Evolutionary intelligence for autoimmune disease,3,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]",[],Winter 2026,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,31225
Y Combinator,31113,https://www.ycombinator.com/companies/celltype,2026-07-29T16:08:39Z,CellType,celltype,https://www.celltype.com,"New York City, NY, USA","CellType is building an agentic drug company. AI agents that run the full drug discovery pipeline on top of biological foundation models that simulate human biology. Our core technology, developed with Google DeepMind, has already discovered and validated a new cancer treatment signal. We’re working with Top 10 pharma.",The agentic drug company. We simulate human biology.,2,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]",[],Winter 2026,Active,Early,"[""United States of America"", ""America / Canada""]",True,False,False,31113
Y Combinator,31108,https://www.ycombinator.com/companies/strand-ai,2026-07-29T16:08:39Z,Strand AI,strand-ai,https://strandai.com,"San Francisco, CA, USA","Strand AI develops foundation models to generate missing bio-data about patients. With this imputed data, pharmaceutical companies can select better patients for their drug trials and shave months from their drug launch timelines. We’ve already trained a multimodal foundation model that integrates spatial biology modalities, beating SOTA at a fraction of the cost.",Multimodal foundation models to predict uncollected patient biology,2,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]",[],Winter 2026,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,31108
Y Combinator,31064,https://www.ycombinator.com/companies/origin-bio,2026-07-29T16:08:39Z,Origin,origin-bio,https://origin.bio/,"San Francisco, CA, USA",Creating the largest patient-derived cancer single-cell dataset for licensing to pharmaceutical and AI companies. These datasets are unique as they screen the effects of various drugs and genetic medicines under the control of our DNA switches.,AI and Data for Cancer Therapeutics,4,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]",[],Winter 2026,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,31064
Y Combinator,30970,https://www.ycombinator.com/companies/exonic,2026-07-29T16:08:39Z,Exonic,exonic,https://exonic.ai,"San Francisco, CA, USA","What if you could train a biological foundation model on... the entire internet?

Exonic is pioneering a new generation of biological foundation models, focused on heterogeneous, unstructured, and noisy datasets.

Our first application is the design of safer gene therapies.

In 2025, we used AI to set a new state of the art in liver cancer targeted gene therapy, validated in vitro in our lab in San Francisco.

So far in 2026, we have trained a new model with unprecedented zero-shot generalization on genomic regulatory expression in hold-out biosample datasets. More to be shared soon.
",Unsupervised Biological AI,3,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]",[],Fall 2025,Active,Early,"[""United States of America"", ""America / Canada""]",True,False,False,30970
Y Combinator,30747,https://www.ycombinator.com/companies/convexia,2026-07-29T16:08:39Z,Convexia,convexia,https://convexia.bio,"San Francisco, CA, USA","An AI-maximalist pharma platform. We use agents to buy drugs, run clinical trials, and sell for a profit. 10x faster and 20x leaner than incumbents.

Sourcing Agent: Mines public/private databases and unstructured global data to surface overlooked preclinical candidates.
Scientific Agent: Runs comp bio models (ESM-3, RFdiffusion, Boltz-2, AlphaFold) to assess safety and efficacy in silico.
Commercial Agent: Analyzes FDA incentives, pricing dynamics, TAM, competitive landscape, and payer alignment.
Clinical Agent: Runs digital twin simulations, evaluates CRO/CMC risk, and builds trial plans to Phase 1.
PoS Agent: Evaluates the most critical factors that impact the likelihood of clinical trial success. 

Built by 2 Stanford CS students who have built 3 startups together before. ",The world's first AI-maximalist pharma company,4,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Biotech"", ""Drug Delivery""]",Summer 2025,Active,Early,"[""United States of America"", ""America / Canada""]",True,False,False,30747
Y Combinator,30702,https://www.ycombinator.com/companies/twentytwo,2026-07-29T16:08:39Z,TwentyTwo,twentytwo,https://twentytwo.bio/,"New York City, NY, USA","AI is making biology easy to engineer. Life-saving drugs and therapies are accelerating, but so is the ability for bad actors to create a pandemic. TwentyTwo is working on the defensive stack to prevent the next pandemic.",AI infrastructure for biosecurity,3,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Artificial Intelligence"", ""Synthetic Biology"", ""Biotech"", ""Compliance"", ""Security""]",Summer 2025,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,30702
Y Combinator,30689,https://www.ycombinator.com/companies/b12-labs,2026-07-29T16:08:39Z,b12 Labs,b12-labs,https://b12-labs.com/,"San Francisco, CA, USA","b12 makes high-value molecules that are otherwise hard to make. We help pharma companies plan and make new drugs, accelerating early-stage drug discovery from years to months.

Andres built the first AI agent that can autonomously think and make molecules in a robotic lab, published in Nature Machine Intelligence (1000+ citations), and won the best paper award at the NeurIPS AI for Science conference.
Zlatko is a 3x National Chemistry Olympiad champion, competed at IChO level, and medicinal chemist who has worked at Roche and leading lab robotics companies. 

Combined, we have an extensive network of hundreds of chemists, automation scientists, and AI 4 Science researchers.

We run paid pilots with big pharma companies, demonstrating that our platform planned a set of experiments that achieved full conversion in a single attempt, eliminating the iteration cycle.",Making hard molecules for Pharma and Biotech,3,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Robotics""]",Summer 2025,Active,Early,"[""United States of America"", ""America / Canada""]",True,False,False,30689
Y Combinator,30613,https://www.ycombinator.com/companies/blank-bio,2026-07-29T16:08:39Z,Blank Bio,blank-bio,http://blank.bio/,"San Francisco, CA, USA","Blank Bio is an applied AI research lab focused on increasing the success rates of clinical trials. We do this by training RNA foundation models that learn the patterns that shape disease progression and patient response to treatment. We aim to help pharma make more informed decisions in clinical trials by capturing the biology that makes each patient’s tumour unique. 

We’re a technical team of AI scientists and engineers from companies including Recursion, Deep Genomics, DeepMind, and Amazon, and institutions including Memorial Sloan Kettering Cancer Centre, Stanford, and the Vector Institute.",RNA intelligence for precision medicine,6,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]",[],Summer 2025,Active,Early,"[""United States of America"", ""America / Canada""]",True,False,False,30613
Y Combinator,29986,https://www.ycombinator.com/companies/exin-therapeutics,2026-07-29T16:08:39Z,Exin Therapeutics,exin-therapeutics,https://www.exintherapeutics.com/,"San Francisco, CA, USA","We use AI and high-throughput mouse studies to discover therapeutics that modify neural activity in the brain. The initial focus is on epilepsies associated with autism and Parkinson’s disease with the potential to expand to any neurological disorder underlined by a dysfunction in neural activity. Our R&D is guided by AI models trained on high-density multimodal mouse data generated in-house.

We are 3 Oxford-trained neuroscientists supported by an experienced SAB from Harvard, Science Corp (ex-Neuralink), EPFL, Meta, and UCL.

In 1.5 months since landing in SF, we went from nothing to (1) opening and operating an animal lab in South SF, (2) obtaining a proof-of-concept in mice, (3) building a multimodal AI model that directs our screening approach and (4) submitting two provisional patents; all while utilizing less than 50% of our YC funding. 
",AI drug discovery platform for neurotherapeutics,9,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Neurotechnology"", ""Biotech"", ""Therapeutics""]",Winter 2025,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29986
Y Combinator,29959,https://www.ycombinator.com/companies/uncommon-therapeutics,2026-07-29T16:08:39Z,Uncommon Therapeutics,uncommon-therapeutics,https://uncommontherapeutics.com,"San Francisco, CA, USA","Our founder Noah, an experienced tech entrepreneur, was directly impacted by a severe genetic disease when his daughter was diagnosed with Rett Syndrome, a disease that afflicts 1 in 10,000 girls. Using an innovative polytherapy strategy, we’ve successfully improved her quality of life, and have designed new therapeutics that each could be worth billions and together could deliver a cure.","A Disease Focused Biotech, Building Multiple Billion Dollar Drugs",2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Gene Therapy"", ""CRISPR"", ""Biotechnology""]",Winter 2025,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,29959
Y Combinator,29749,https://www.ycombinator.com/companies/biocartesian,2026-07-29T16:08:39Z,Biocartesian,biocartesian,https://www.biocartesian.com,"Philadelphia, PA, USA","Finding new cures requires seeing what and where the abnormal molecules are in a diseased tissue, but current tools see less than 1% of those molecules. Biocartesian combines microscopy and new chemistries to see 50X more, offering unprecedented insights into disease biology and new therapies.",Converting biology into digital molecular maps,2,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Hard Tech"", ""B2B"", ""Biotech"", ""Diagnostics"", ""Drug discovery""]",Summer 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29749
Y Combinator,29714,https://www.ycombinator.com/companies/kopra-bio,2026-07-29T16:08:39Z,Kopra Bio,kopra-bio,https://kopra.bio,"San Francisco, CA, USA","Kopra Bio makes genetically engineered viruses that teach your immune system to kill cancer using tech we developed at UCSF. We’re making the next Keytruda ($25B/yr cancer drug blockbuster) starting with the most aggressive form of brain cancer, glioblastoma. In the most challenging brain cancer model, we improve survival from 0% with the current FDA approved treatment to 90% with our treatment.",Genetically engineered viruses that teach your immune system to kill…,2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Gene Therapy"", ""Synthetic Biology"", ""Biotech"", ""Therapeutics"", ""Oncology""]",Summer 2024,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,29714
Y Combinator,29532,https://www.ycombinator.com/companies/angstrom-ai,2026-07-29T16:08:39Z,Ångström AI,angstrom-ai,https://www.angstrom-ai.com,"San Francisco, CA, USA","Angstrom AI builds GenAI-based molecular simulations to substitute wet lab experiments in the pre-clinical drug development pipeline. We are a team of 2 PhD's and 2 Professors from the University of Cambridge who decided to start a company together after we realised how to combine breakthoughs in our research in quantum-accurate models of physics and generative AI models.

Our Biotech/Pharma clients can verify the efficacy and safety of new drug candidates using our computer simulations, which match the accuracy of wet lab experiments, but are over 100x faster. We achieve this accuracy by constraining our genAI-based simulations to obey the laws of physics, avoiding the hallucinations seen in other GenAI technologies.

Since joining YC, Angstrom AI has developed the first physically accurate gen-AI based simulation of multiple molecules interacting. We have published the first molecule water solubility results with accuracy within the error range of wet lab experiments. We have also kicked-off a 150K pilot project with a pharma company to apply our tech to estimating solubility in their drug development pipeline.",Gen AI molecular simulations that reproduce wetlab results,5,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Artificial Intelligence"", ""Biotech"", ""Drug discovery"", ""AI""]",Summer 2024,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,29532
Y Combinator,29527,https://www.ycombinator.com/companies/parcelbio,2026-07-29T16:08:39Z,ParcelBio,parcelbio,https://parcelbio.com/,"San Francisco, CA, USA","ParcelBio is engineering a new class of mRNA medicines designed to deliver unprecedented potency and durability. Its proprietary APEXm™ platform uses novel RNA domains to enhance protein expression and extend activity, enabling therapies that reach the thresholds required for meaningful, and potentially curative, clinical outcomes. The company is advancing programs in autoimmune disease, oncology, and encoded protein therapeutics.",Elevated mRNA for transformative medicines.,6,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Gene Therapy"", ""Synthetic Biology"", ""Biotech"", ""Therapeutics"", ""Drug discovery""]",Winter 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29527
Y Combinator,29485,https://www.ycombinator.com/companies/granza-bio,2026-07-29T16:08:39Z,Granza Bio,granza-bio,https://www.granzabio.com/,"San Francisco, CA, USA","Granza Bio is developing programmable therapeutics for the immune system. Our platform is built on the foundational discovery of immune “superkiller” attack particles — the natural ammunition used by cytotoxic immune cells to deliver potent, localized killing. By re-arming exhausted immune cells with newly programmed ammunition, Granza restores and enhances immune function. This approach enables a new class of treatments with the potential to transform diseases ranging from cancer to autoimmunity. ",Building programmable therapeutics for the immune system,7,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Synthetic Biology"", ""Biotech"", ""Healthcare"", ""Therapeutics"", ""Oncology""]",Winter 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29485
Y Combinator,29476,https://www.ycombinator.com/companies/junction-bioscience,2026-07-29T16:08:39Z,Junction Bioscience,junction-bioscience,https://www.junction.bio/,"New York City, NY, USA",Junction Bioscience is building an autonomous AI scientist to navigate the discovery of transformative medicines. Our scientific hypothesis engine iterates upon breakthrough chemistry from the laboratory to achieve clarity and control over the molecular basis of disease. We focus on the intersection of neuroinflammation and immunology where uncommon molecular insights position us to develop best-in-class therapies for millions of patients in need.,AI Hypothesis Engine for Molecular Discovery,,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]",[],Winter 2024,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,29476
Y Combinator,29470,https://www.ycombinator.com/companies/eris-biotech,2026-07-29T16:08:39Z,Eris Biotech,eris-biotech,http://www.erisbio.com,"Lehi, UT, USA","We are developing cancer therapeutics using small molecules that inhibit immune suppression. Our drugs engage the immune system to aggressively fight tumors. Our therapeutic portfolio addresses a range of solid tumors, starting with mesothelioma. ",Our drugs engage the immune system to fight tumors,2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Therapeutics"", ""Drug discovery"", ""Oncology""]",Winter 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29470
Y Combinator,29429,https://www.ycombinator.com/companies/velorum-therapeutics,2026-07-29T16:08:39Z,Velorum Therapeutics,velorum-therapeutics,https://www.velorumtx.com/,"San Francisco, CA, USA",Velorum Therapeutics is developing breakthrough medicines by unlocking the biology of heme.,Breakthrough medicines unlocking the biology of heme,5,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Biotech"", ""Healthcare"", ""Therapeutics"", ""Drug discovery"", ""Oncology""]",Winter 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29429
Y Combinator,29412,https://www.ycombinator.com/companies/ligo-biosciences,2026-07-29T16:08:39Z,Ligo Biosciences,ligo-biosciences,https://www.ligo.bio,"San Francisco, CA, USA","We are building the next generation of deep-learning models for enzyme design to slash the cost of chemical manufacturing. The $6 trillion chemical industry is flawed: It produces 20% of industrial greenhouse gases, and is responsible for 15% of global energy usage. 

Enzymes offer a far more sustainable alternative to chemical synthesis and have already revolutionised how a select few chemicals are produced. The problem is each enzyme takes years of trial and error to develop. Our enzyme models learn the principles of catalysis, allowing us to design enzymes for each reaction, in days not years. 
",Enzyme design models.,4,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Artificial Intelligence"", ""Deep Learning"", ""Synthetic Biology"", ""Biotech"", ""Climate""]",Summer 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29412
Y Combinator,29406,https://www.ycombinator.com/companies/acx,2026-07-29T16:08:39Z,ACX,acx,https://www.acxtherapeutics.com/,"New York City, NY, USA","ACX is developing a new standard for precision agriculture technologies by providing sustainable, eco-friendly alternatives to chemical pesticides. Our mission is to transform agriculture through sustainable biological crop protection that increases yields while safeguarding the environment, farmers, and consumers.
",Next-generation biocides for sustainable agriculture at scale,4,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Synthetic Biology"", ""Biotech"", ""Healthcare"", ""Agriculture"", ""Drug discovery""]",Summer 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29406
Y Combinator,29305,https://www.ycombinator.com/companies/synsorybio,2026-07-29T16:08:39Z,SynsoryBio,synsorybio,https://www.synsorybio.com/,"Boston, MA, USA","SynsoryBio is creating next generation, protein therapeutics that sense where they are in the body and only activate at diseased tissue. This technology platform has the potential to expand the therapeutic window of highly potent drugs and apply to many diseases such as cancer and autoimmune disorders.","""If-then"" conditional logic for protein drugs",2,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Synthetic Biology"", ""Biotech"", ""Therapeutics"", ""Oncology""]",Winter 2024,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29305
Y Combinator,29051,https://www.ycombinator.com/companies/nanograb,2026-07-29T16:08:39Z,Nanograb,nanograb,https://nanograb.com,"San Francisco, CA, USA",Nanograb is a computational drug discovery company that uses AI to create novel targeted non-viral gene therapy vectors. Our platform designs unique combinations of small peptide binders attached to nanoparticles to safely deliver genetic medicines to specific cells and tissues in the body at scale. ,Deliver genes to any cell with AI,5,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""AI-powered Drug Discovery"", ""Nanomedicine"", ""Biotech"", ""Drug Delivery"", ""Therapeutics""]",Summer 2023,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,29051
Y Combinator,28425,https://www.ycombinator.com/companies/pando-bioscience,2026-07-29T16:08:39Z,Pando Bioscience,pando-bioscience,https://pando.bio/,"Boston, MA, USA","Pando is an AI-driven synthetic biology company revolutionizing enzyme engineering for the pharmaceutical industry. Our ultra-high-throughput screening platform screens 1000-fold more enzymes 75% faster and 80% cheaper than traditional methods. This empowers our generative AI to efficiently optimize enzymes across multiple properties, delivering high-performing, tailored enzymes that reduce costs and enhance efficiency.",Gen-AI Designed Enzymes for Pharmaceutical Innovation,5,Healthcare,Healthcare -> Industrial Bio,"[""Healthcare"", ""Industrial Bio""]","[""Generative AI"", ""Synthetic Biology"", ""Biotech"", ""Diagnostics""]",Winter 2023,Active,Early,"[""United States of America"", ""America / Canada""]",False,False,False,28425
Y Combinator,28205,https://www.ycombinator.com/companies/modulari-t,2026-07-29T16:08:39Z,Modulari-T,modulari-t,https://modularit.bio,"Montreal, QC, Canada; San Francisco, CA, USA","Cell and gene therapy promises to one day cure any disease; Modulari-T’s Platform produces the tools to fulfill that promise.

Modulari-T has designed a new family of synthetic genes that can reprogram cells to better sense their environment and modify their behavior accordingly. This can be used to engineer immune cells to efficiently recognize and kill cancer cells or to create stem cells able to regenerate any tissue.

Modulari-T looks to expand its technology to reach every area of cell therapy and become the platform of reference for cell engineering.",We teach your immune system to attack and cure cancer,4,Healthcare,Healthcare -> Therapeutics,"[""Healthcare"", ""Therapeutics""]","[""Gene Therapy"", ""Cell Therapy"", ""Synthetic Biology"", ""Biotech"", ""Oncology""]",Winter 2023,Active,Early,"[""Canada"", ""United States of America"", ""America / Canada""]",False,False,False,28205
Y Combinator,28158,https://www.ycombinator.com/companies/adventris-pharmaceuticals,2026-07-29T16:08:39Z,Adventris Pharmaceuticals,adventris-pharmaceuticals,https://adventris.com,"Baltimore, MD, USA","Adventris makes cancer vaccines. Our platform solves the problem of targeting poorly immunogenic oncogenes. Our first ""off-the-shelf"" vaccine targets KRAS, the most common cancer oncogene. In the long run, we envision a world where every adult receives our pan-cancer vaccines annually – preventing the majority of cancer deaths.

If you are interested in learning more about our approach to treat and prevent cancer, please reach out to us at contact@adventris.com",Adventris makes cancer vaccines,7,Healthcare,Healthcare -> Drug Discovery and Delivery,"[""Healthcare"", ""Drug Discovery and Delivery""]","[""Biotech"", ""Healthcare"", ""Therapeutics"", ""Drug discovery"", ""Oncology""]",Winter 2023,Active,Early,"[""United States of America"", ""America / Canada"", ""Remote"", ""Partly Remote""]",False,False,False,28158
